2025-04-29 17:28:52,872 INFO    StreamThr :373002 [internal.py:wandb_internal():85] W&B internal server running at pid: 373002, started at: 2025-04-29 17:28:52.871741
2025-04-29 17:28:52,872 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: status
2025-04-29 17:28:52,875 INFO    WriterThread:373002 [datastore.py:open_for_write():87] open: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250429_172852-1owy1uau/run-1owy1uau.wandb
2025-04-29 17:28:52,875 DEBUG   SenderThread:373002 [sender.py:send():379] send: header
2025-04-29 17:28:52,897 DEBUG   SenderThread:373002 [sender.py:send():379] send: run
2025-04-29 17:28:54,494 INFO    SenderThread:373002 [dir_watcher.py:__init__():211] watching files in: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250429_172852-1owy1uau/files
2025-04-29 17:28:54,495 INFO    SenderThread:373002 [sender.py:_start_run_threads():1188] run started: 1owy1uau with start time 1745918932.871675
2025-04-29 17:28:54,509 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: check_version
2025-04-29 17:28:54,509 DEBUG   SenderThread:373002 [sender.py:send_request():406] send_request: check_version
2025-04-29 17:28:55,649 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: run_start
2025-04-29 17:28:55,672 DEBUG   HandlerThread:373002 [system_info.py:__init__():26] System info init
2025-04-29 17:28:55,672 DEBUG   HandlerThread:373002 [system_info.py:__init__():41] System info init done
2025-04-29 17:28:55,672 INFO    HandlerThread:373002 [system_monitor.py:start():194] Starting system monitor
2025-04-29 17:28:55,672 INFO    SystemMonitor:373002 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-29 17:28:55,672 INFO    HandlerThread:373002 [system_monitor.py:probe():214] Collecting system info
2025-04-29 17:28:55,672 INFO    SystemMonitor:373002 [interfaces.py:start():188] Started cpu monitoring
2025-04-29 17:28:55,673 INFO    SystemMonitor:373002 [interfaces.py:start():188] Started disk monitoring
2025-04-29 17:28:55,673 INFO    SystemMonitor:373002 [interfaces.py:start():188] Started gpu monitoring
2025-04-29 17:28:55,673 INFO    SystemMonitor:373002 [interfaces.py:start():188] Started memory monitoring
2025-04-29 17:28:55,673 INFO    SystemMonitor:373002 [interfaces.py:start():188] Started network monitoring
2025-04-29 17:28:55,727 DEBUG   HandlerThread:373002 [system_info.py:probe():152] Probing system
2025-04-29 17:28:55,737 DEBUG   HandlerThread:373002 [system_info.py:_probe_git():137] Probing git
2025-04-29 17:28:55,756 DEBUG   HandlerThread:373002 [system_info.py:_probe_git():145] Probing git done
2025-04-29 17:28:55,756 DEBUG   HandlerThread:373002 [system_info.py:probe():200] Probing system done
2025-04-29 17:28:55,756 DEBUG   HandlerThread:373002 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-136-generic-x86_64-with-glibc2.31', 'python': '3.9.21', 'heartbeatAt': '2025-04-29T09:28:55.727917', 'startedAt': '2025-04-29T09:28:52.866592', 'docker': None, 'cuda': None, 'args': ('task=mw-reach',), 'state': 'running', 'program': '/home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/train_with_cprofile.py', 'codePathLocal': None, 'codePath': 'moore_tdmpc/train_with_cprofile.py', 'git': {'remote': 'https://github.com/glue25/Multi-Task-MBRL', 'commit': '8a8f62177b4e3af0a42363999c165f422a90b325'}, 'email': 'sc_levi@163.com', 'root': '/home/levi/Desktop/MOORE-TDMPC', 'host': 'workstation', 'username': 'levi', 'executable': '/home/levi/anaconda3/envs/tdmpc2/bin/python', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3422.24325, 'min': 800.0, 'max': 4950.0}, 'cpu_freq_per_core': [{'current': 1096.042, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}], 'disk': {'/': {'total': 456.8756866455078, 'used': 395.408504486084}}, 'gpu': 'NVIDIA GeForce RTX 4090 D', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090 D', 'memory_total': 25757220864}], 'memory': {'total': 62.6057243347168}}
2025-04-29 17:28:55,756 INFO    HandlerThread:373002 [system_monitor.py:probe():224] Finished collecting system info
2025-04-29 17:28:55,756 INFO    HandlerThread:373002 [system_monitor.py:probe():227] Publishing system info
2025-04-29 17:28:55,756 DEBUG   HandlerThread:373002 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2025-04-29 17:28:56,495 INFO    Thread-12 :373002 [dir_watcher.py:_on_file_created():271] file/dir created: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250429_172852-1owy1uau/files/conda-environment.yaml
2025-04-29 17:28:56,623 DEBUG   HandlerThread:373002 [system_info.py:_save_conda():224] Saving conda packages done
2025-04-29 17:28:56,623 INFO    HandlerThread:373002 [system_monitor.py:probe():229] Finished publishing system info
2025-04-29 17:28:56,626 DEBUG   SenderThread:373002 [sender.py:send():379] send: files
2025-04-29 17:28:56,626 INFO    SenderThread:373002 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2025-04-29 17:28:56,665 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: python_packages
2025-04-29 17:28:56,665 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: stop_status
2025-04-29 17:28:56,665 DEBUG   SenderThread:373002 [sender.py:send_request():406] send_request: python_packages
2025-04-29 17:28:56,665 DEBUG   SenderThread:373002 [sender.py:send_request():406] send_request: stop_status
2025-04-29 17:28:56,665 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: internal_messages
2025-04-29 17:28:57,495 INFO    Thread-12 :373002 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250429_172852-1owy1uau/files/conda-environment.yaml
2025-04-29 17:28:57,495 INFO    Thread-12 :373002 [dir_watcher.py:_on_file_created():271] file/dir created: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250429_172852-1owy1uau/files/wandb-metadata.json
2025-04-29 17:28:57,495 INFO    Thread-12 :373002 [dir_watcher.py:_on_file_created():271] file/dir created: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250429_172852-1owy1uau/files/requirements.txt
2025-04-29 17:28:57,524 DEBUG   SenderThread:373002 [sender.py:send():379] send: telemetry
2025-04-29 17:28:57,525 DEBUG   SenderThread:373002 [sender.py:send():379] send: exit
2025-04-29 17:28:57,525 INFO    SenderThread:373002 [sender.py:send_exit():586] handling exit code: 1
2025-04-29 17:28:57,526 INFO    SenderThread:373002 [sender.py:send_exit():588] handling runtime: 1
2025-04-29 17:28:57,526 INFO    SenderThread:373002 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2025-04-29 17:28:57,526 INFO    SenderThread:373002 [sender.py:send_exit():594] send defer
2025-04-29 17:28:57,527 DEBUG   HandlerThread:373002 [handler.py:handle_request():158] handle_request: defer
