2025-05-08 15:23:37,214 INFO    StreamThr :768939 [internal.py:wandb_internal():85] W&B internal server running at pid: 768939, started at: 2025-05-08 15:23:37.213907
2025-05-08 15:23:37,215 DEBUG   HandlerThread:768939 [handler.py:handle_request():158] handle_request: status
2025-05-08 15:23:37,217 INFO    WriterThread:768939 [datastore.py:open_for_write():87] open: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250508_152337-jkw09olp/run-jkw09olp.wandb
2025-05-08 15:23:37,217 DEBUG   SenderThread:768939 [sender.py:send():379] send: header
2025-05-08 15:23:37,238 DEBUG   SenderThread:768939 [sender.py:send():379] send: run
2025-05-08 15:23:39,144 INFO    SenderThread:768939 [dir_watcher.py:__init__():211] watching files in: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250508_152337-jkw09olp/files
2025-05-08 15:23:39,144 INFO    SenderThread:768939 [sender.py:_start_run_threads():1188] run started: jkw09olp with start time 1746689017.213788
2025-05-08 15:23:39,151 DEBUG   HandlerThread:768939 [handler.py:handle_request():158] handle_request: check_version
2025-05-08 15:23:39,152 DEBUG   SenderThread:768939 [sender.py:send_request():406] send_request: check_version
2025-05-08 15:23:40,235 DEBUG   HandlerThread:768939 [handler.py:handle_request():158] handle_request: run_start
2025-05-08 15:23:40,262 DEBUG   HandlerThread:768939 [system_info.py:__init__():26] System info init
2025-05-08 15:23:40,262 DEBUG   HandlerThread:768939 [system_info.py:__init__():41] System info init done
2025-05-08 15:23:40,262 INFO    HandlerThread:768939 [system_monitor.py:start():194] Starting system monitor
2025-05-08 15:23:40,262 INFO    SystemMonitor:768939 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-08 15:23:40,262 INFO    SystemMonitor:768939 [interfaces.py:start():188] Started cpu monitoring
2025-05-08 15:23:40,263 INFO    SystemMonitor:768939 [interfaces.py:start():188] Started disk monitoring
2025-05-08 15:23:40,263 INFO    HandlerThread:768939 [system_monitor.py:probe():214] Collecting system info
2025-05-08 15:23:40,263 INFO    SystemMonitor:768939 [interfaces.py:start():188] Started gpu monitoring
2025-05-08 15:23:40,263 INFO    SystemMonitor:768939 [interfaces.py:start():188] Started memory monitoring
2025-05-08 15:23:40,266 INFO    SystemMonitor:768939 [interfaces.py:start():188] Started network monitoring
2025-05-08 15:23:40,295 DEBUG   HandlerThread:768939 [system_info.py:probe():152] Probing system
2025-05-08 15:23:40,307 DEBUG   HandlerThread:768939 [system_info.py:_probe_git():137] Probing git
2025-05-08 15:23:40,323 DEBUG   HandlerThread:768939 [system_info.py:_probe_git():145] Probing git done
2025-05-08 15:23:40,323 DEBUG   HandlerThread:768939 [system_info.py:probe():200] Probing system done
