2025-05-13 21:10:39,730 INFO    StreamThr :608393 [internal.py:wandb_internal():85] W&B internal server running at pid: 608393, started at: 2025-05-13 21:10:39.729989
2025-05-13 21:10:39,731 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: status
2025-05-13 21:10:39,733 INFO    WriterThread:608393 [datastore.py:open_for_write():87] open: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/1/moore-tdmpc2-mt30/wandb/run-20250513_211039-ph5bgsnj/run-ph5bgsnj.wandb
2025-05-13 21:10:39,734 DEBUG   SenderThread:608393 [sender.py:send():379] send: header
2025-05-13 21:10:39,758 DEBUG   SenderThread:608393 [sender.py:send():379] send: run
2025-05-13 21:10:41,690 INFO    SenderThread:608393 [dir_watcher.py:__init__():211] watching files in: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/1/moore-tdmpc2-mt30/wandb/run-20250513_211039-ph5bgsnj/files
2025-05-13 21:10:41,690 INFO    SenderThread:608393 [sender.py:_start_run_threads():1188] run started: ph5bgsnj with start time 1747141839.730008
2025-05-13 21:10:41,703 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: check_version
2025-05-13 21:10:41,703 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: check_version
2025-05-13 21:10:43,551 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: run_start
2025-05-13 21:10:43,588 DEBUG   HandlerThread:608393 [system_info.py:__init__():26] System info init
2025-05-13 21:10:43,588 DEBUG   HandlerThread:608393 [system_info.py:__init__():41] System info init done
2025-05-13 21:10:43,589 INFO    HandlerThread:608393 [system_monitor.py:start():194] Starting system monitor
2025-05-13 21:10:43,589 INFO    SystemMonitor:608393 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-13 21:10:43,590 INFO    HandlerThread:608393 [system_monitor.py:probe():214] Collecting system info
2025-05-13 21:10:43,590 INFO    SystemMonitor:608393 [interfaces.py:start():188] Started cpu monitoring
2025-05-13 21:10:43,591 INFO    SystemMonitor:608393 [interfaces.py:start():188] Started disk monitoring
2025-05-13 21:10:43,592 INFO    SystemMonitor:608393 [interfaces.py:start():188] Started gpu monitoring
2025-05-13 21:10:43,594 INFO    SystemMonitor:608393 [interfaces.py:start():188] Started memory monitoring
2025-05-13 21:10:43,595 INFO    SystemMonitor:608393 [interfaces.py:start():188] Started network monitoring
2025-05-13 21:10:43,631 DEBUG   HandlerThread:608393 [system_info.py:probe():152] Probing system
2025-05-13 21:10:43,637 DEBUG   HandlerThread:608393 [system_info.py:_probe_git():137] Probing git
2025-05-13 21:10:43,646 DEBUG   HandlerThread:608393 [system_info.py:_probe_git():145] Probing git done
2025-05-13 21:10:43,646 DEBUG   HandlerThread:608393 [system_info.py:probe():200] Probing system done
2025-05-13 21:10:43,646 DEBUG   HandlerThread:608393 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-136-generic-x86_64-with-glibc2.31', 'python': '3.9.21', 'heartbeatAt': '2025-05-13T13:10:43.632037', 'startedAt': '2025-05-13T13:10:39.727186', 'docker': None, 'cuda': None, 'args': ('task=mw-reach',), 'state': 'running', 'program': '/home/levi/Desktop/MOORE-TDMPC/renew/train_with_cprofile.py', 'codePathLocal': None, 'codePath': 'renew/train_with_cprofile.py', 'git': {'remote': 'https://github.com/glue25/Multi-Task-MBRL', 'commit': '8a8f62177b4e3af0a42363999c165f422a90b325'}, 'email': 'sc_levi@163.com', 'root': '/home/levi/Desktop/MOORE-TDMPC', 'host': 'workstation', 'username': 'levi', 'executable': '/home/levi/anaconda3/envs/tdmpc2/bin/python', 'cpu_count': 16, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3453.329708333333, 'min': 800.0, 'max': 4950.0}, 'cpu_freq_per_core': [{'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5400.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 2898.295, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 5300.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}, {'current': 3400.0, 'min': 800.0, 'max': 4200.0}], 'disk': {'/': {'total': 456.8756866455078, 'used': 397.9294891357422}}, 'gpu': 'NVIDIA GeForce RTX 4090 D', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090 D', 'memory_total': 25757220864}], 'memory': {'total': 62.605716705322266}}
2025-05-13 21:10:43,646 INFO    HandlerThread:608393 [system_monitor.py:probe():224] Finished collecting system info
2025-05-13 21:10:43,646 INFO    HandlerThread:608393 [system_monitor.py:probe():227] Publishing system info
2025-05-13 21:10:43,646 DEBUG   HandlerThread:608393 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2025-05-13 21:10:43,691 INFO    Thread-12 :608393 [dir_watcher.py:_on_file_created():271] file/dir created: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/1/moore-tdmpc2-mt30/wandb/run-20250513_211039-ph5bgsnj/files/conda-environment.yaml
2025-05-13 21:10:44,513 DEBUG   HandlerThread:608393 [system_info.py:_save_conda():224] Saving conda packages done
2025-05-13 21:10:44,514 INFO    HandlerThread:608393 [system_monitor.py:probe():229] Finished publishing system info
2025-05-13 21:10:44,517 DEBUG   SenderThread:608393 [sender.py:send():379] send: files
2025-05-13 21:10:44,517 INFO    SenderThread:608393 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2025-05-13 21:10:44,558 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: python_packages
2025-05-13 21:10:44,558 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: stop_status
2025-05-13 21:10:44,558 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: python_packages
2025-05-13 21:10:44,558 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: internal_messages
2025-05-13 21:10:44,558 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: stop_status
2025-05-13 21:10:44,691 INFO    Thread-12 :608393 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/1/moore-tdmpc2-mt30/wandb/run-20250513_211039-ph5bgsnj/files/conda-environment.yaml
2025-05-13 21:10:44,691 INFO    Thread-12 :608393 [dir_watcher.py:_on_file_created():271] file/dir created: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/1/moore-tdmpc2-mt30/wandb/run-20250513_211039-ph5bgsnj/files/wandb-metadata.json
2025-05-13 21:10:44,691 INFO    Thread-12 :608393 [dir_watcher.py:_on_file_created():271] file/dir created: /home/levi/Desktop/MOORE-TDMPC/renew/logs/mw-reach/1/moore-tdmpc2-mt30/wandb/run-20250513_211039-ph5bgsnj/files/requirements.txt
2025-05-13 21:10:45,338 DEBUG   SenderThread:608393 [sender.py:send():379] send: telemetry
2025-05-13 21:10:45,338 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: status_report
2025-05-13 21:10:45,342 DEBUG   SenderThread:608393 [sender.py:send():379] send: exit
2025-05-13 21:10:45,342 INFO    SenderThread:608393 [sender.py:send_exit():586] handling exit code: 1
2025-05-13 21:10:45,342 INFO    SenderThread:608393 [sender.py:send_exit():588] handling runtime: 1
2025-05-13 21:10:45,345 INFO    SenderThread:608393 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2025-05-13 21:10:45,346 INFO    SenderThread:608393 [sender.py:send_exit():594] send defer
2025-05-13 21:10:45,346 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: defer
2025-05-13 21:10:45,346 INFO    HandlerThread:608393 [handler.py:handle_request_defer():184] handle defer: 0
2025-05-13 21:10:45,347 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: defer
2025-05-13 21:10:45,347 INFO    SenderThread:608393 [sender.py:send_request_defer():610] handle sender defer: 0
2025-05-13 21:10:45,347 INFO    SenderThread:608393 [sender.py:transition_state():614] send defer: 1
2025-05-13 21:10:45,347 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: defer
2025-05-13 21:10:45,347 INFO    HandlerThread:608393 [handler.py:handle_request_defer():184] handle defer: 1
2025-05-13 21:10:45,348 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: defer
2025-05-13 21:10:45,348 INFO    SenderThread:608393 [sender.py:send_request_defer():610] handle sender defer: 1
2025-05-13 21:10:45,348 INFO    SenderThread:608393 [sender.py:transition_state():614] send defer: 2
2025-05-13 21:10:45,348 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: defer
2025-05-13 21:10:45,348 INFO    HandlerThread:608393 [handler.py:handle_request_defer():184] handle defer: 2
2025-05-13 21:10:45,348 INFO    HandlerThread:608393 [system_monitor.py:finish():203] Stopping system monitor
2025-05-13 21:10:45,349 INFO    HandlerThread:608393 [interfaces.py:finish():200] Joined cpu monitor
2025-05-13 21:10:45,349 DEBUG   SystemMonitor:608393 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2025-05-13 21:10:45,349 DEBUG   SystemMonitor:608393 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2025-05-13 21:10:45,349 DEBUG   SystemMonitor:608393 [system_monitor.py:_start():183] Publishing last batch of metrics
2025-05-13 21:10:45,351 INFO    HandlerThread:608393 [interfaces.py:finish():200] Joined disk monitor
2025-05-13 21:10:45,403 INFO    HandlerThread:608393 [interfaces.py:finish():200] Joined gpu monitor
2025-05-13 21:10:45,403 INFO    HandlerThread:608393 [interfaces.py:finish():200] Joined memory monitor
2025-05-13 21:10:45,403 INFO    HandlerThread:608393 [interfaces.py:finish():200] Joined network monitor
2025-05-13 21:10:45,403 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: defer
2025-05-13 21:10:45,403 INFO    SenderThread:608393 [sender.py:send_request_defer():610] handle sender defer: 2
2025-05-13 21:10:45,403 INFO    SenderThread:608393 [sender.py:transition_state():614] send defer: 3
2025-05-13 21:10:45,403 DEBUG   SenderThread:608393 [sender.py:send():379] send: stats
2025-05-13 21:10:45,403 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: defer
2025-05-13 21:10:45,404 INFO    HandlerThread:608393 [handler.py:handle_request_defer():184] handle defer: 3
2025-05-13 21:10:45,404 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: defer
2025-05-13 21:10:45,404 INFO    SenderThread:608393 [sender.py:send_request_defer():610] handle sender defer: 3
2025-05-13 21:10:45,404 INFO    SenderThread:608393 [sender.py:transition_state():614] send defer: 4
2025-05-13 21:10:45,404 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: defer
2025-05-13 21:10:45,404 INFO    HandlerThread:608393 [handler.py:handle_request_defer():184] handle defer: 4
2025-05-13 21:10:45,404 DEBUG   SenderThread:608393 [sender.py:send_request():406] send_request: defer
2025-05-13 21:10:45,404 INFO    SenderThread:608393 [sender.py:send_request_defer():610] handle sender defer: 4
2025-05-13 21:10:45,404 INFO    SenderThread:608393 [sender.py:transition_state():614] send defer: 5
2025-05-13 21:10:45,404 DEBUG   HandlerThread:608393 [handler.py:handle_request():158] handle_request: defer
2025-05-13 21:10:45,404 INFO    HandlerThread:608393 [handler.py:handle_request_defer():184] handle defer: 5
2025-05-13 21:10:45,404 DEBUG   SenderThread:608393 [sender.py:send():379] send: summary
