2025-04-28 08:12:29,851 INFO    StreamThr :170015 [internal.py:wandb_internal():85] W&B internal server running at pid: 170015, started at: 2025-04-28 08:12:29.851065
2025-04-28 08:12:29,852 DEBUG   HandlerThread:170015 [handler.py:handle_request():158] handle_request: status
2025-04-28 08:12:29,855 INFO    WriterThread:170015 [datastore.py:open_for_write():87] open: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250428_081229-ybzgkg2s/run-ybzgkg2s.wandb
2025-04-28 08:12:29,855 DEBUG   SenderThread:170015 [sender.py:send():379] send: header
2025-04-28 08:12:29,873 DEBUG   SenderThread:170015 [sender.py:send():379] send: run
2025-04-28 08:12:33,609 INFO    SenderThread:170015 [dir_watcher.py:__init__():211] watching files in: /home/levi/Desktop/MOORE-TDMPC/moore_tdmpc/logs/mw-reach/42/moore-tdmpc2-mt30/wandb/run-20250428_081229-ybzgkg2s/files
2025-04-28 08:12:33,609 INFO    SenderThread:170015 [sender.py:_start_run_threads():1188] run started: ybzgkg2s with start time 1745799149.850958
2025-04-28 08:12:33,613 DEBUG   HandlerThread:170015 [handler.py:handle_request():158] handle_request: check_version
2025-04-28 08:12:33,613 DEBUG   SenderThread:170015 [sender.py:send_request():406] send_request: check_version
2025-04-28 08:12:34,763 DEBUG   HandlerThread:170015 [handler.py:handle_request():158] handle_request: run_start
2025-04-28 08:12:34,784 DEBUG   HandlerThread:170015 [system_info.py:__init__():26] System info init
2025-04-28 08:12:34,784 DEBUG   HandlerThread:170015 [system_info.py:__init__():41] System info init done
2025-04-28 08:12:34,784 INFO    HandlerThread:170015 [system_monitor.py:start():194] Starting system monitor
2025-04-28 08:12:34,784 INFO    SystemMonitor:170015 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-28 08:12:34,784 INFO    HandlerThread:170015 [system_monitor.py:probe():214] Collecting system info
2025-04-28 08:12:34,784 INFO    SystemMonitor:170015 [interfaces.py:start():188] Started cpu monitoring
2025-04-28 08:12:34,784 INFO    SystemMonitor:170015 [interfaces.py:start():188] Started disk monitoring
2025-04-28 08:12:34,784 INFO    SystemMonitor:170015 [interfaces.py:start():188] Started gpu monitoring
2025-04-28 08:12:34,785 INFO    SystemMonitor:170015 [interfaces.py:start():188] Started memory monitoring
2025-04-28 08:12:34,785 INFO    SystemMonitor:170015 [interfaces.py:start():188] Started network monitoring
2025-04-28 08:12:34,830 DEBUG   HandlerThread:170015 [system_info.py:probe():152] Probing system
